date,day_index,day_of_week,is_weekend,month,seasonal_weight,weekend_weight,growth_weight,daily_demand,daily_sales,stockout_units,incoming_stock,stock_level,holding_cost,stockout_penalty,total_cost
2024-09-09,252,0,False,9,1.073,1.0,1.069,116,116,0,0,4780.0,9560.0,0.0,9560.0
2024-09-10,253,1,False,9,1.07,1.0,1.0693,107,107,0,0,4673.0,9346.0,0.0,9346.0
2024-09-11,254,2,False,9,1.067,1.0,1.0696,122,122,0,0,4551.0,9102.0,0.0,9102.0
2024-09-12,255,3,False,9,1.063,1.0,1.0699,99,99,0,0,4452.0,8904.0,0.0,8904.0
2024-09-13,256,4,False,9,1.06,1.0,1.0701,123,123,0,0,4329.0,8658.0,0.0,8658.0
2024-09-14,257,5,True,9,1.057,1.4,1.0704,170,170,0,0,4159.0,8318.0,0.0,8318.0
2024-09-15,258,6,True,9,1.054,1.4,1.0707,160,160,0,0,3999.0,7998.0,0.0,7998.0
2024-09-16,259,0,False,9,1.05,1.0,1.071,131,131,0,0,3868.0,7736.0,0.0,7736.0
2024-09-17,260,1,False,9,1.047,1.0,1.0712,88,88,0,0,3780.0,7560.0,0.0,7560.0
2024-09-18,261,2,False,9,1.044,1.0,1.0715,117,117,0,0,3663.0,7326.0,0.0,7326.0
2024-09-19,262,3,False,9,1.04,1.0,1.0718,120,120,0,0,3543.0,7086.0,0.0,7086.0
2024-09-20,263,4,False,9,1.037,1.0,1.0721,119,119,0,0,3424.0,6848.0,0.0,6848.0
2024-09-21,264,5,True,9,1.033,1.4,1.0723,127,127,0,0,3297.0,6594.0,0.0,6594.0
2024-09-22,265,6,True,9,1.03,1.4,1.0726,159,159,0,0,3138.0,6276.0,0.0,6276.0
2024-09-23,266,0,False,9,1.027,1.0,1.0729,116,116,0,0,3022.0,6044.0,0.0,6044.0
2024-09-24,267,1,False,9,1.023,1.0,1.0732,107,107,0,0,2915.0,5830.0,0.0,5830.0
2024-09-25,268,2,False,9,1.02,1.0,1.0734,115,115,0,0,2800.0,5600.0,0.0,5600.0
2024-09-26,269,3,False,9,1.016,1.0,1.0737,122,122,0,0,2678.0,5356.0,0.0,5356.0
2024-09-27,270,4,False,9,1.013,1.0,1.074,121,121,0,0,2557.0,5114.0,0.0,5114.0
2024-09-28,271,5,True,9,1.009,1.4,1.0742,155,155,0,0,2402.0,4804.0,0.0,4804.0
2024-09-29,272,6,True,9,1.006,1.4,1.0745,143,143,0,0,2259.0,4518.0,0.0,4518.0
2024-09-30,273,0,False,9,1.003,1.0,1.0748,97,97,0,0,2162.0,4324.0,0.0,4324.0
2024-10-01,274,1,False,10,0.999,1.0,1.0751,102,102,0,0,2060.0,4120.0,0.0,4120.0
2024-10-02,275,2,False,10,0.996,1.0,1.0753,101,101,0,0,1959.0,3918.0,0.0,3918.0
2024-10-03,276,3,False,10,0.992,1.0,1.0756,94,94,0,0,1865.0,3730.0,0.0,3730.0
2024-10-04,277,4,False,10,0.989,1.0,1.0759,109,109,0,0,1756.0,3512.0,0.0,3512.0
2024-10-05,278,5,True,10,0.985,1.4,1.0762,169,169,0,0,1587.0,3174.0,0.0,3174.0
2024-10-06,279,6,True,10,0.982,1.4,1.0764,132,132,0,0,1455.0,2910.0,0.0,2910.0
2024-10-07,280,0,False,10,0.979,1.0,1.0767,86,86,0,0,1369.0,2738.0,0.0,2738.0
2024-10-08,281,1,False,10,0.975,1.0,1.077,109,109,0,0,1260.0,2520.0,0.0,2520.0
2024-10-09,282,2,False,10,0.972,1.0,1.0773,102,102,0,0,1158.0,2316.0,0.0,2316.0
2024-10-10,283,3,False,10,0.968,1.0,1.0775,112,112,0,0,1046.0,2092.0,0.0,2092.0
2024-10-11,284,4,False,10,0.965,1.0,1.0778,97,97,0,0,949.0,1898.0,0.0,1898.0
2024-10-12,285,5,True,10,0.962,1.4,1.0781,135,135,0,0,814.0,1628.0,0.0,1628.0
2024-10-13,286,6,True,10,0.958,1.4,1.0784,164,164,0,0,650.0,1300.0,0.0,1300.0
2024-10-14,287,0,False,10,0.955,1.0,1.0786,106,106,0,0,544.0,1088.0,0.0,1088.0
2024-10-15,288,1,False,10,0.951,1.0,1.0789,94,94,0,0,450.0,900.0,0.0,900.0
2024-10-16,289,2,False,10,0.948,1.0,1.0792,116,116,0,1400,1734.0,3468.0,0.0,3468.0
2024-10-17,290,3,False,10,0.945,1.0,1.0795,104,104,0,0,1630.0,3260.0,0.0,3260.0
2024-10-18,291,4,False,10,0.941,1.0,1.0797,111,111,0,0,1519.0,3038.0,0.0,3038.0
2024-10-19,292,5,True,10,0.938,1.4,1.08,148,148,0,1400,2771.0,5542.0,0.0,5542.0
2024-10-20,293,6,True,10,0.935,1.4,1.0803,160,160,0,0,2611.0,5222.0,0.0,5222.0
2024-10-21,294,0,False,10,0.932,1.0,1.0805,90,90,0,0,2521.0,5042.0,0.0,5042.0
2024-10-22,295,1,False,10,0.928,1.0,1.0808,85,85,0,1400,3836.0,7672.0,0.0,7672.0
2024-10-23,296,2,False,10,0.925,1.0,1.0811,124,124,0,0,3712.0,7424.0,0.0,7424.0
2024-10-24,297,3,False,10,0.922,1.0,1.0814,98,98,0,0,3614.0,7228.0,0.0,7228.0
2024-10-25,298,4,False,10,0.919,1.0,1.0816,125,125,0,0,3489.0,6978.0,0.0,6978.0
2024-10-26,299,5,True,10,0.916,1.4,1.0819,109,109,0,0,3380.0,6760.0,0.0,6760.0
2024-10-27,300,6,True,10,0.913,1.4,1.0822,116,116,0,0,3264.0,6528.0,0.0,6528.0
2024-10-28,301,0,False,10,0.91,1.0,1.0825,99,99,0,0,3165.0,6330.0,0.0,6330.0
2024-10-29,302,1,False,10,0.907,1.0,1.0827,76,76,0,0,3089.0,6178.0,0.0,6178.0
2024-10-30,303,2,False,10,0.903,1.0,1.083,94,94,0,0,2995.0,5990.0,0.0,5990.0
2024-10-31,304,3,False,10,0.9,1.0,1.0833,103,103,0,0,2892.0,5784.0,0.0,5784.0
2024-11-01,305,4,False,11,0.898,1.0,1.0836,91,91,0,0,2801.0,5602.0,0.0,5602.0
2024-11-02,306,5,True,11,0.895,1.4,1.0838,133,133,0,0,2668.0,5336.0,0.0,5336.0
2024-11-03,307,6,True,11,0.892,1.4,1.0841,119,119,0,0,2549.0,5098.0,0.0,5098.0
2024-11-04,308,0,False,11,0.889,1.0,1.0844,96,96,0,0,2453.0,4906.0,0.0,4906.0
2024-11-05,309,1,False,11,0.886,1.0,1.0847,94,94,0,0,2359.0,4718.0,0.0,4718.0
2024-11-06,310,2,False,11,0.883,1.0,1.0849,107,107,0,0,2252.0,4504.0,0.0,4504.0
2024-11-07,311,3,False,11,0.88,1.0,1.0852,90,90,0,0,2162.0,4324.0,0.0,4324.0
2024-11-08,312,4,False,11,0.878,1.0,1.0855,95,95,0,0,2067.0,4134.0,0.0,4134.0
2024-11-09,313,5,True,11,0.875,1.4,1.0858,123,123,0,0,1944.0,3888.0,0.0,3888.0
2024-11-10,314,6,True,11,0.872,1.4,1.086,154,154,0,0,1790.0,3580.0,0.0,3580.0
2024-11-11,315,0,False,11,0.87,1.0,1.0863,93,93,0,0,1697.0,3394.0,0.0,3394.0
2024-11-12,316,1,False,11,0.867,1.0,1.0866,83,83,0,0,1614.0,3228.0,0.0,3228.0
2024-11-13,317,2,False,11,0.864,1.0,1.0868,82,82,0,0,1532.0,3064.0,0.0,3064.0
2024-11-14,318,3,False,11,0.862,1.0,1.0871,65,65,0,0,1467.0,2934.0,0.0,2934.0
2024-11-15,319,4,False,11,0.859,1.0,1.0874,97,97,0,0,1370.0,2740.0,0.0,2740.0
2024-11-16,320,5,True,11,0.857,1.4,1.0877,133,133,0,0,1237.0,2474.0,0.0,2474.0
2024-11-17,321,6,True,11,0.855,1.4,1.0879,144,144,0,0,1093.0,2186.0,0.0,2186.0
2024-11-18,322,0,False,11,0.852,1.0,1.0882,104,104,0,0,989.0,1978.0,0.0,1978.0
2024-11-19,323,1,False,11,0.85,1.0,1.0885,82,82,0,0,907.0,1814.0,0.0,1814.0
2024-11-20,324,2,False,11,0.848,1.0,1.0888,104,104,0,0,803.0,1606.0,0.0,1606.0
2024-11-21,325,3,False,11,0.846,1.0,1.089,108,108,0,0,695.0,1390.0,0.0,1390.0
2024-11-22,326,4,False,11,0.843,1.0,1.0893,102,102,0,0,593.0,1186.0,0.0,1186.0
2024-11-23,327,5,True,11,0.841,1.4,1.0896,132,132,0,0,461.0,922.0,0.0,922.0
2024-11-24,328,6,True,11,0.839,1.4,1.0899,122,122,0,0,339.0,678.0,0.0,678.0
2024-11-25,329,0,False,11,0.837,1.0,1.0901,87,87,0,0,252.0,504.0,0.0,504.0
2024-11-26,330,1,False,11,0.835,1.0,1.0904,98,98,0,0,154.0,308.0,0.0,308.0
2024-11-27,331,2,False,11,0.833,1.0,1.0907,86,86,0,0,68.0,136.0,0.0,136.0
2024-11-28,332,3,False,11,0.831,1.0,1.091,78,68,10,0,0.0,0.0,150.0,150.0
2024-11-29,333,4,False,11,0.83,1.0,1.0912,80,80,0,1400,1320.0,2640.0,0.0,2640.0
2024-11-30,334,5,True,11,0.828,1.4,1.0915,129,129,0,1400,2591.0,5182.0,0.0,5182.0
2024-12-01,335,6,True,12,0.826,1.4,1.0918,143,143,0,4200,6648.0,13296.0,0.0,13296.0
2024-12-02,336,0,False,12,0.824,1.0,1.0921,91,91,0,0,6557.0,13114.0,0.0,13114.0
2024-12-03,337,1,False,12,0.823,1.0,1.0923,83,83,0,1400,7874.0,15748.0,0.0,15748.0
2024-12-04,338,2,False,12,0.821,1.0,1.0926,92,92,0,0,7782.0,15564.0,0.0,15564.0
2024-12-05,339,3,False,12,0.82,1.0,1.0929,94,94,0,1400,9088.0,18176.0,0.0,18176.0
2024-12-06,340,4,False,12,0.818,1.0,1.0932,81,81,0,1400,10407.0,20814.0,0.0,20814.0
2024-12-07,341,5,True,12,0.817,1.4,1.0934,116,116,0,0,10291.0,20582.0,0.0,20582.0
2024-12-08,342,6,True,12,0.815,1.4,1.0937,126,126,0,0,10165.0,20330.0,0.0,20330.0
2024-12-09,343,0,False,12,0.814,1.0,1.094,94,94,0,0,10071.0,20142.0,0.0,20142.0
2024-12-10,344,1,False,12,0.813,1.0,1.0942,91,91,0,0,9980.0,19960.0,0.0,19960.0
2024-12-11,345,2,False,12,0.812,1.0,1.0945,89,89,0,0,9891.0,19782.0,0.0,19782.0
2024-12-12,346,3,False,12,0.811,1.0,1.0948,98,98,0,0,9793.0,19586.0,0.0,19586.0
2024-12-13,347,4,False,12,0.81,1.0,1.0951,86,86,0,0,9707.0,19414.0,0.0,19414.0
2024-12-14,348,5,True,12,0.809,1.4,1.0953,140,140,0,0,9567.0,19134.0,0.0,19134.0
2024-12-15,349,6,True,12,0.808,1.4,1.0956,130,130,0,0,9437.0,18874.0,0.0,18874.0
2024-12-16,350,0,False,12,0.807,1.0,1.0959,113,113,0,0,9324.0,18648.0,0.0,18648.0
2024-12-17,351,1,False,12,0.806,1.0,1.0962,79,79,0,0,9245.0,18490.0,0.0,18490.0
2024-12-18,352,2,False,12,0.805,1.0,1.0964,104,104,0,0,9141.0,18282.0,0.0,18282.0
2024-12-19,353,3,False,12,0.804,1.0,1.0967,87,87,0,0,9054.0,18108.0,0.0,18108.0
2024-12-20,354,4,False,12,0.804,1.0,1.097,101,101,0,0,8953.0,17906.0,0.0,17906.0
2024-12-21,355,5,True,12,0.803,1.4,1.0973,124,124,0,0,8829.0,17658.0,0.0,17658.0
2024-12-22,356,6,True,12,0.802,1.4,1.0975,131,131,0,0,8698.0,17396.0,0.0,17396.0
2024-12-23,357,0,False,12,0.802,1.0,1.0978,90,90,0,0,8608.0,17216.0,0.0,17216.0
2024-12-24,358,1,False,12,0.801,1.0,1.0981,97,97,0,0,8511.0,17022.0,0.0,17022.0
2024-12-25,359,2,False,12,0.801,1.0,1.0984,79,79,0,0,8432.0,16864.0,0.0,16864.0
2024-12-26,360,3,False,12,0.801,1.0,1.0986,85,85,0,0,8347.0,16694.0,0.0,16694.0
2024-12-27,361,4,False,12,0.8,1.0,1.0989,101,101,0,0,8246.0,16492.0,0.0,16492.0
2024-12-28,362,5,True,12,0.8,1.4,1.0992,117,117,0,0,8129.0,16258.0,0.0,16258.0
2024-12-29,363,6,True,12,0.8,1.4,1.0995,126,126,0,0,8003.0,16006.0,0.0,16006.0
2024-12-30,364,0,False,12,0.8,1.0,1.0997,91,91,0,0,7912.0,15824.0,0.0,15824.0
